,Arkansas Nuclear One,Beaver Valley,Braidwood Generation Station,Browns Ferry,Brunswick,Byron Generating Station,Callaway,Calvert Cliffs Nuclear Power Plant,Catawba,Clinton Power Station,Columbia Generating Station,Comanche Peak,Cooper,Crystal River,Davis Besse,Diablo Canyon,Donald C Cook,Dresden Generating Station,Duane Arnold,Edwin I Hatch,Fermi,Fort Calhoun,Grand Gulf,H B Robinson,Harris,Indian Point 2,Indian Point 3,James A Fitzpatrick,Joseph M Farley,Kewaunee,LaSalle Generating Station,Limerick,McGuire,Millstone,Monticello,Nine Mile Point Nuclear Station,North Anna,Oconee,Oyster Creek,PPL Susquehanna,PSEG Hope Creek Generating Station,PSEG Salem Generating Station,Palisades,Palo Verde,Peach Bottom,Perry,Pilgrim Nuclear Power Station,Point Beach,Prairie Island,Quad Cities Generating Station,R. E. Ginna Nuclear Power Plant,River Bend Station,San Onofre,Seabrook,Sequoyah,South Texas Project,St Lucie,Surry,Three Mile Island,Turkey Point,V C Summer,Vermont Yankee,Vogtle,Waterford 3,Watts Bar Nuclear Plant,Wolf Creek Generating Station
2015 1031 31,54.03,25.92,0.0,0.0,1.01,26.47,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.51,5.5,0.0,0.0,100,0.0,0,0,8,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,5.0,3.0,0,49.74,0,33.37,5.47,0,0.0,35.0,50.0,0.0,100,,,100,5.94,50.0,0.0,100.0,100.0,50.0,100,,0.5,100,49.68,0
2015 1101 01,54.03,6.98,0.0,0.0,1.52,29.49,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.0,5.5,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,0,49.74,0,33.37,5.47,0,0.0,26.0,50.0,0.0,100,,,100,5.94,50.0,0.0,100.0,100.0,50.0,100,,0.5,100,49.68,0
2015 1102 02,54.03,1.99,0.0,0.0,1.52,20.13,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.0,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,0,49.74,0,33.37,4.48,0,0.0,12.5,50.0,0.0,100,0.0,,100,6.44,50.0,0.0,100.0,100.0,50.0,100,,0.5,100,0.0,0
2015 1103 03,54.03,0.0,0.0,0.0,1.52,28.0,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.0,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,0,56.77,0,33.37,5.47,0,0.0,3.0,50.0,0.0,100,0.0,,100,6.44,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1104 04,54.03,0.0,0.0,0.0,1.52,28.99,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.0,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,20,57.28,0,33.37,5.97,0,0.0,0.0,50.0,0.0,100,0.0,,100,7.43,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1105 05,54.03,0.0,0.0,0.0,1.52,28.49,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.0,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,20,57.28,0,33.37,5.47,0,0.0,0.0,50.0,0.0,100,0.0,,100,7.43,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1106 06,54.03,0.0,0.0,0.0,2.02,21.53,0,0.0,0.0,1,0,49.8,0,,0,50.09,0.0,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,20,57.28,0,33.37,5.47,0,0.0,0.0,50.0,14.0,100,0.0,,100,7.92,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,27.0,0
2015 1107 07,54.03,0.0,0.0,1.67,2.02,6.58,0,0.0,0.0,1,43,49.8,30,,0,50.09,1.52,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,12.56,,0.0,0.0,0.0,34.89,0,0.0,0.0,33.31,0.0,0.0,19,57.28,0,33.37,5.47,0,0.0,0.0,50.0,0.0,47,,,100,8.42,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1108 08,54.03,0.0,0.0,0.0,50.57,29.49,0,0.0,0.0,1,35,49.8,0,,0,42.58,2.02,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,50.26,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,0.0,20,57.28,0,33.37,5.47,0,0.0,0.0,50.0,6.49,19,,,100,8.42,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1109 09,54.03,0.0,0.0,0.0,50.57,28.0,0,0.0,0.0,1,10,49.8,0,,0,35.06,2.53,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,50.26,,0.0,0.0,0.0,29.97,0,0.0,0.0,33.31,0.0,0.5,20,57.28,0,33.37,4.48,0,0.0,0.0,50.0,8.49,7,0.0,,100,8.91,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1110 10,54.03,0.0,0.0,0.0,50.57,14.12,0,0.0,0.0,1,0,49.8,0,,0,26.05,0.0,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,50.26,,0.0,0.0,0.0,3.28,0,0.0,0.0,33.31,0.0,0.5,20,57.28,0,33.37,4.48,0,0.0,0.0,50.0,14.0,0,0.0,,100,9.41,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1111 11,54.03,0.0,0.0,0.0,50.06,22.57,0,0.0,0.0,1,0,49.8,0,,0,25.55,1.52,49.97,0.0,0.0,100,0.0,1,0,0,0.0,0.0,0,50.26,,0.0,0.0,0.0,41.05,0,0.0,0.0,33.31,0.0,34.0,20,57.28,0,33.37,4.48,0,0.0,0.0,50.0,0.0,0,0.0,,100,9.9,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1112 12,54.03,0.0,0.0,0.0,42.98,27.49,0,0.0,0.0,1,0,46.81,0,,0,3.51,2.02,49.97,0.0,0.0,100,0.0,1,0,0,0.0,0.0,0,50.26,,0.0,0.0,0.0,41.05,0,0.0,0.0,26.65,0.0,1.0,0,49.74,0,33.37,4.48,0,0.0,0.0,50.0,13.0,0,0.0,,100,9.9,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1113 13,54.03,0.0,0.0,0.0,15.17,20.97,0,0.0,0.0,1,0,27.39,0,,0,0.0,2.02,49.97,0.0,0.0,100,0.0,36,0,0,0.0,0.0,0,45.23,,0.0,0.0,0.0,16.01,0,0.0,0.0,3.33,0.0,50.0,0,49.74,0,33.37,4.48,0,0.0,0.0,50.0,0.0,0,0.0,,100,9.9,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,100.0,0
2015 1114 14,50.25,0.0,0.0,0.0,6.07,8.88,0,0.0,0.0,1,0,25.89,0,,0,0.0,2.02,49.97,0.0,0.0,100,0.0,13,0,0,0.0,0.0,0,18.59,,0.0,0.0,0.0,0.82,0,0.0,0.0,0.0,0.0,50.0,0,49.74,0,33.37,4.48,0,0.0,0.0,50.0,9.98,0,,,75,49.52,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,86.41,0
2015 1115 15,38.36,0.0,4.56,0.0,0.0,28.49,0,0.0,1.5,1,0,25.89,0,,0,0.0,2.02,49.97,0.0,1.0,100,0.0,0,0,0,0.0,0.0,0,19.1,,10.46,0.0,0.0,0.0,0,0.0,0.0,0.0,75.0,50.0,0,49.74,0,28.37,4.48,0,0.0,0.0,50.0,3.0,0,,,51,49.52,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,49.68,0
2015 1116 16,21.61,0.0,0.0,33.27,0.0,26.47,0,0.0,0.0,1,0,9.46,0,,0,0.0,2.02,49.97,0.0,0.0,100,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25.0,50.0,0,49.74,0,26.7,4.48,0,0.0,0.0,50.0,0.0,0,25.0,,26,49.52,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1117 17,17.29,0.0,0.0,33.27,0.0,25.46,0,0.0,0.0,1,0,6.97,0,,0,0.0,2.02,49.97,0.0,0.0,100,0.0,20,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50.0,0,49.74,0,14.02,4.48,0,0.0,0.0,50.0,0.0,0,12.0,,6,49.52,50.0,0.0,100.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1118 18,17.29,0.0,0.0,33.27,0.0,5.49,0,0.0,0.0,1,0,0.0,0,,0,0.0,2.02,49.97,0.0,0.0,100,0.0,4,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,18.17,0.0,50.0,0,49.74,0,10.35,7.96,0,0.0,0.0,50.0,0.0,1,22.0,,0,49.52,50.0,0.0,97.5,100.0,50.0,100,,0.0,100,0.0,0
2015 1119 19,5.94,0.0,0.0,33.27,1.48,4.94,0,0.0,2.49,1,0,0.0,0,,0,0.0,3.03,49.97,0.0,0.0,100,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,0,49.74,0,10.35,7.47,0,0.0,16.5,50.0,0.0,0,2.0,,0,49.52,50.0,0.0,68.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1120 20,0.0,0.0,0.0,33.27,0.0,0.0,0,0.0,2.49,1,0,0.0,0,,0,0.0,0.0,49.47,0.0,0.0,100,0.0,19,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,0,49.74,0,0.0,7.47,0,0.0,0.0,50.0,0.0,0,6.0,,0,49.52,50.0,0.0,50.5,100.0,50.0,100,,0.0,100,0.0,0
2015 1121 21,0.0,0.0,0.0,8.32,0.0,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,42.48,0.0,0.0,100,0.0,2,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.5,0,49.74,0,0.0,3.48,0,0.0,0.0,50.0,0.0,0,,,0,49.52,50.0,0.0,50.0,100.0,50.0,100,,0.0,100,49.68,0
2015 1122 22,0.0,0.0,0.0,6.65,0.0,0.0,0,0.0,49.87,1,13,0.0,0,,0,0.0,0.0,9.0,0.0,2.99,100,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5,0,49.74,0,0.0,3.48,0,0.0,0.0,50.0,0.0,0,,,0,49.52,50.0,0.0,50.0,100.0,50.0,100,,0.0,100,49.68,0
2015 1123 23,0.0,0.0,0.0,9.98,0.0,3.54,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,100,0.0,7,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,49.74,0,0.0,3.48,0,0.0,0.0,50.0,0.0,0,7.0,,0,49.52,50.0,0.0,50.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1124 24,0.0,0.0,0.0,4.33,0.0,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,100,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0.0,0.0,0,49.74,0,0.0,3.48,0,0.0,0.0,50.0,0.0,0,0.0,,0,100.0,50.0,0.0,50.0,100.0,50.0,100,,0.0,100,0.0,0
2015 1125 25,0.0,0.0,0.0,2.33,0.0,24.49,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,100,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,100,0.0,0.5,0.0,0.0,0.0,0,49.74,0,0.0,3.48,0,0.0,0.0,50.0,0.0,0,0.0,,0,84.86,50.0,0.0,50.0,99.0,50.0,100,,0.0,100,0.0,0
2015 1126 26,0.0,0.0,0.0,8.65,0.51,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,98,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0,49.74,0,0.0,3.98,0,0.0,0.0,50.0,0.0,0,0.0,,0,49.52,50.0,3.51,50.0,45.0,50.0,100,,0.0,100,0.0,0
2015 1127 27,0.0,0.0,0.0,2.66,1.01,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,93,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0,49.74,0,0.0,3.48,0,0.0,0.0,50.0,0.0,0,,,0,49.52,50.0,4.01,50.0,20.0,50.0,100,,0.0,100,49.68,0
2015 1128 28,0.0,0.0,0.0,3.33,1.01,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,80,0.0,0,100,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0,49.24,0,3.34,1.99,0,0.0,0.0,50.0,0.0,0,,,0,49.52,50.0,4.01,50.0,0.0,50.0,100,,0.0,100,49.68,0
2015 1129 29,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,49.87,1,0,0.0,0,,16,0.0,0.0,0.0,0.0,0.0,79,0.0,0,60,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0,49.24,0,0.0,1.99,0,0.0,50.0,50.0,0.0,0,,,0,49.52,50.0,0.0,50.0,0.0,50.0,100,,0.0,100,49.68,0
2015 1130 30,0.0,0.0,0.0,0.33,0.51,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,38,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0,41.28,0,0.0,1.99,0,0.0,50.0,50.0,0.0,0,100.0,,0,49.52,50.0,0.0,50.0,0.0,50.0,100,,0.0,100,0.0,0
2015 1201 01,0.0,0.0,0.0,3.99,1.01,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,25,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0,39.79,0,0.0,1.99,0,0.0,50.0,50.0,0.0,0,100.0,,0,49.52,50.0,0.0,50.0,0.0,50.0,100,,0.0,100,0.0,0
2015 1202 02,0.0,0.0,0.0,0.0,1.01,0.0,0,49.66,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0,35.31,0,0.0,1.99,0,0.0,50.0,50.0,0.0,0,100.0,,0,49.52,50.0,0.0,50.0,0.0,50.0,97,,0.0,100,0.0,0
2015 1203 03,0.0,0.0,0.0,0.33,1.01,0.0,0,49.66,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0,26.36,0,0.0,1.0,0,0.0,10.5,50.0,0.0,1,86.0,,0,49.52,50.0,0.0,50.0,0.0,48.5,72,,0.0,100,0.0,0
2015 1204 04,0.0,0.0,0.0,0.33,1.01,0.0,0,49.66,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0,11.94,0,0.0,0.0,0,0.0,0.0,49.5,0.0,0,,,0,49.52,50.0,0.0,50.0,0.0,35.5,45,,0.0,100,49.68,0
2015 1205 05,0.0,0.0,0.0,0.67,1.01,26.47,0,49.66,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,10.74,0.0,0.67,0.0,0.0,0,0.5,0,0.0,0.0,0,0.0,0.0,47.0,0.0,0,,,0,49.52,50.0,0.0,50.0,0.0,35.5,10,,0.0,100,49.68,0
2015 1206 06,0.0,0.0,0.0,0.67,1.52,0.0,0,49.66,49.87,1,0,0.0,0,,0,0.0,0.0,50.03,0.0,0.0,0,0.0,0,0,0,100.0,0.0,0,0.0,,15.06,1.0,0.0,0.0,0,20.14,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,45.5,0.0,0,,,0,49.52,55.0,0.0,50.0,0.0,25.5,0,,1.0,100,49.68,0
2015 1207 07,0.0,0.0,2.53,34.38,1.52,0.0,0,0.99,49.87,1,0,0.0,0,,0,0.0,0.0,32.02,0.0,0.0,0,0.0,0,0,0,100.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,35.0,4.99,0,15.0,,0,49.52,50.0,0.0,50.0,0.0,23.5,0,,0.0,100,0.0,0
2015 1208 08,0.0,0.0,0.0,34.38,2.02,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,11.01,0.0,0.0,0,0.0,0,0,0,98.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,35.5,0.0,0,17.0,,0,49.52,50.0,0.0,50.0,0.0,3.5,0,,0.0,100,0.0,0
2015 1209 09,0.0,0.0,0.0,34.71,2.02,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,10.51,0.0,0.0,4,0.0,0,0,10,54.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,35.5,0.0,0,19.0,,0,49.52,50.0,0.0,50.0,0.0,0.0,0,,0.0,100,0.0,0
2015 1210 10,0.0,0.0,0.0,34.71,2.02,7.9,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,10,35.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,22.0,13.5,0,5.0,,0,49.52,50.0,0.0,50.0,0.0,0.0,0,,0.0,100,0.0,0
2015 1211 11,0.0,0.0,0.0,34.71,2.53,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,3,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,14.0,0.0,0,19.0,,0,50.03,50.0,0.0,47.5,0.0,0.0,0,,0.0,100,0.0,0
2015 1212 12,0.0,0.0,0.0,35.04,0.0,0.0,0,0.0,49.87,1,0,0.0,0,,0,62.52,0.0,0.0,0.0,2.51,17,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.5,0.0,0,,,0,50.03,50.0,0.0,27.5,0.0,0.0,0,,0.0,100,49.68,0
2015 1213 13,0.0,0.0,0.0,35.04,0.0,0.0,0,0.0,49.87,13,0,0.0,0,,0,63.48,0.0,0.0,0.0,10.54,0,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,41.07,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.5,0.0,0,,,0,49.52,50.0,0.0,22.5,0.0,0.0,0,,0.0,100,49.68,0
2015 1214 14,0.0,0.0,0.0,16.68,0.51,0.0,0,0.0,49.87,1,0,0.0,0,,0,50.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0,0.0,0.0,0,0.0,,0.0,50.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,46.21,0,0.0,0.0,0.0,2.5,0,0.0,,0,47.54,50.0,0.0,14.5,0.0,0.0,0,,0.0,100,0.0,0
2015 1215 15,16.09,0.0,0.0,2.0,0.51,0.0,0,0.0,49.87,1,0,0.0,0,,0,2.0,0.0,0.0,0.0,1.0,0,0.0,1,0,0,0.0,100.0,0,0.0,,0.0,50.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,50.23,0,0.0,0.0,1.0,0.0,0,0.0,,0,35.16,50.0,0.0,13.5,0.0,0.0,0,,0.0,100,0.0,0
2015 1216 16,45.97,0.0,0.0,7.34,1.01,0.0,0,0.0,49.87,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,1,0,0,0.0,100.0,0,0.0,,0.0,50.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,50.23,0,0.0,0.0,0.0,0.0,0,0.0,,0,12.88,50.0,0.0,13.5,0.0,0.0,0,,0.0,84,0.0,0
2015 1217 17,45.97,0.0,0.0,2.0,1.01,0.0,0,0.0,43.89,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0,0.0,88.0,0,0.0,,0.0,54.58,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,34.66,0,0.0,0.0,0.0,0.0,0,0.0,,0,12.88,50.0,0.0,13.5,0.0,0.0,0,,0.0,69,0.0,0
2015 1218 18,45.51,0.0,0.0,2.33,0.0,0.0,0,0.0,40.89,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,3,0,0,0.0,0.0,0,0.0,,0.0,50.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,0.0,,0,37.62,50.0,0.0,0.0,0.0,7.5,0,,0.0,52,0.0,0
2015 1219 19,0.0,0.0,0.0,2.33,14.83,0.0,0,0.0,24.44,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,1,0,0,0.0,0.0,0,0.0,,0.0,48.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15,0.0,0,0.0,1.0,26,0.0,0.0,50.0,0.0,0,,,0,39.63,50.0,0.0,0.0,0.0,0.0,0,,0.0,21,49.68,0
2015 1220 20,0.0,0.0,0.0,2.67,0.0,0.0,0,0.0,1.5,1,8,0.0,0,,0,0.0,0.0,9.99,0.0,1.0,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,50.08,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,,,0,37.16,48.0,0.0,0.0,0.0,0.0,0,,0.0,4,49.68,0
2015 1221 21,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,38.56,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,15,0.0,0.0,50.0,0.0,0,,,0,26.75,35.5,0.0,0.0,0.0,0.0,0,,0.0,0,49.68,0
2015 1222 22,0.0,0.0,0.0,4.67,0.0,0.0,0,0.0,0.0,0,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.5,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,0.0,,0,26.75,50.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,0
2015 1223 23,0.0,0.0,0.0,3.33,0.51,0.0,0,0.0,0.0,0,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,0.0,,0,27.25,50.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,0
2015 1224 24,0.0,0.0,0.0,3.33,0.0,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,1.0,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,0.0,,0,26.75,50.0,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,0
2015 1225 25,0.0,0.0,0.0,3.33,0.0,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,0.0,,0,26.75,42.5,0.0,0.0,0.0,0.0,0,,0.0,0,0.0,0
2015 1226 26,0.0,0.0,0.0,3.67,0.0,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,2,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,,,0,33.32,15.0,0.0,0.0,0.0,0.0,0,,0.0,0,49.68,0
2015 1227 27,0.0,0.0,0.0,3.67,0.0,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,3,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,,,0,50.48,5.5,0.0,0.0,0.0,0.0,0,,0.0,0,49.68,0
2015 1228 28,0.0,0.0,0.0,3.67,0.51,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,3,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,,,0,50.48,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,49.68,0
2015 1229 29,0.0,0.0,0.0,4.0,0.51,0.0,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.5,0,0.0,41,0,0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,0.0,0,,,0,50.48,1.0,0.0,0.0,0.0,0.0,0,,0.0,0,49.68,0
